72053300160
DATE|TEMP|MIN|MAX|DEWP|STP|VISIB|WDSP|MXSPD|GUST|PRCP
2012-11-09|43.3|33.8|59.0|30.2||10.0|1.9|5.1||0.0
2012-11-10|39.4|32.0|51.8|31.0||8.2|3.5|8.9|20.0|
2012-11-11|25.7|19.4|33.8|16.2||8.9|6.1|22.0|32.1|
2012-11-12|30.6|19.4|41.0|3.1||10.0|4.5|19.0|28.0|0.0
2012-11-13|37.3|30.2|53.6|18.5||10.0|2.9|14.0|22.9|0.0
2012-11-14|37.1|28.4|51.8|22.3||10.0|1.7|8.0||0.0
2012-11-15|36.9|32.0|42.8|28.2||10.0|1.5|6.0||0.0
2012-11-16|36.6|28.4|55.4|28.0||9.5|0.8|5.1||0.0
2012-11-17|47.9|33.8|62.6|28.8||9.5|2.1|8.0||0.0
2012-11-18|47.9|33.8|60.8|26.5||10.0|5.4|19.0|28.0|0.0
2012-11-19|49.9|42.8|57.2|23.2||10.0|4.2|15.9|21.0|0.0
2012-11-20|45.2|32.0|68.0|23.4||10.0|2.8|7.0||0.0
2012-11-21|51.2|33.8|71.6|16.4||10.0|4.8|21.0|27.0|0.0
2012-11-22|53.7|46.4|62.6|13.2||10.0|4.7|16.9|23.9|0.0
2012-11-23|36.3|26.6|46.4|13.1||10.0|1.8|9.9|15.0|0.0
2012-11-24|43.5|30.2|62.6|16.1||10.0|3.4|20.0|28.9|0.0
2012-11-25|51.6|33.8|64.4|11.1||10.0|6.0|15.0|22.0|0.0
2012-11-26|35.2|28.4|46.4|24.0||9.2|3.2|8.0||
2012-11-27|37.5|23.0|60.8|14.2||10.0|3.8|13.0|20.0|0.0
2012-11-28|39.6|32.0|55.4|12.4||10.0|2.2|13.0|19.0|0.0
2012-11-29|45.2|32.0|64.4|16.5||10.0|2.9|11.1|15.0|0.0
2012-11-30|46.8|33.8|59.0|20.8||10.0|2.5|8.0||0.0
2012-12-01|50.7|37.4|66.2|22.9||10.0|4.6|20.0|32.1|0.0
2012-12-02|48.8|33.8|62.6|17.5||10.0|3.2|16.9|23.9|0.0
2012-12-03|55.3|50.0|62.6|6.9||10.0|8.8|16.9|23.9|0.0
2012-12-04|40.3|30.2|51.8|8.4||10.0|3.5|14.0|20.0|0.0
2012-12-05|49.1|37.4|69.8|18.5||10.0|6.1|18.1|26.0|0.0
2012-12-06|50.8|42.8|62.6|25.6||10.0|5.7|13.0|23.9|
2012-12-07|37.5|28.4|51.8|25.8||10.0|3.1|13.0|15.9|0.0
2012-12-08|35.5|24.8|48.2|19.6||10.0|5.8|22.0|34.0|0.0
2012-12-09|27.9|19.4|39.2|3.0||10.0|8.7|20.0|26.0|0.0
2012-12-10|22.8|12.2|39.2|-0.2||10.0|4.6|15.9|28.9|0.0
2012-12-11|28.9|17.6|42.8|13.8||9.2|3.7|14.0|18.1|
2012-12-12|34.8|32.0|41.0|11.9||10.0|3.9|14.0|23.9|0.0
2012-12-13|45.7|42.8|50.0|13.5||10.0|2.0|5.1||0.0
2012-12-14|36.0|30.2|44.6|14.3||10.0|2.2|6.0||0.0
2012-12-15|37.2|32.0|44.6|18.6||10.0|3.3|13.0|20.0|0.0
2012-12-16|32.6|28.4|41.0|25.1||8.4|2.4|14.0|21.0|0.0
2012-12-17|38.2|32.0|48.2|10.5||10.0|10.6|28.9|37.9|0.0
2012-12-18|38.2|30.2|42.8|21.7||10.0|4.4|12.0|21.0|0.0
2012-12-19|26.7|21.2|37.4|18.8||8.2|7.3|16.9|22.0|
2012-12-20|27.6|10.4|48.2|-0.1||10.0|4.5|23.9|32.1|0.0
2012-12-21|39.9|26.6|55.4|4.4||10.0|4.3|18.1|27.0|0.0
2012-12-22|39.6|28.4|50.0|4.3||10.0|2.2|14.0|16.9|0.0
2012-12-23|38.8|24.8|51.8|7.5||10.0|4.2|15.9|39.0|0.0
2012-12-24|32.7|23.0|46.4|13.6||10.0|3.2|8.9|19.0|0.0
2012-12-25|18.0|8.6|32.0|12.4||5.3|3.4|9.9||
2012-12-26|11.2|5.0|23.0|6.3||8.3|0.7|5.1||0.0
2012-12-27|15.4|10.4|23.0|11.0||5.8|0.9|4.1||0.0
2012-12-28|19.9|10.4|33.8|11.5||8.0|2.4|13.0|26.0|0.0
2012-12-29|21.3|12.2|30.2|1.5||10.0|2.3|8.0||0.0
2012-12-30|24.4|14.0|33.8|5.1||10.0|3.0|8.9|14.0|0.0
2012-12-31|22.9|14.0|30.2|11.7||9.5|2.1|7.0||
2013-01-01|19.6|12.2|32.0|11.4||9.5|1.0|5.1||0.0
2013-01-02|25.8|17.6|32.0|4.1||10.0|3.2|9.9||0.0
2013-01-03|25.5|14.0|39.2|0.7||10.0|2.5|8.0||0.0
2013-01-04|32.4|21.2|42.8|5.2||10.0|1.5|4.1||0.0
2013-01-05|31.6|23.0|42.8|9.4||10.0|2.8|12.0|18.1|0.0
2013-01-06|27.4|17.6|41.0|6.0||10.0|1.0|6.0||0.0
2013-01-07|38.2|28.4|51.8|7.8||10.0|3.0|8.0||0.0
2013-01-08|40.1|28.4|50.0|13.8||10.0|6.0|25.1|30.9|0.0
2013-01-09|39.4|28.4|53.6|16.1||10.0|3.5|16.9|22.9|0.0
2013-01-10|33.2|23.0|46.4|17.9||10.0|1.2|6.0||0.0
2013-01-11|34.0|21.2|42.8|16.8||9.7|4.8|15.9|25.1|
2013-01-12|12.0|5.0|21.2|6.6||7.3|3.6|8.0||
2013-01-13|9.0|3.2|15.8|2.7||8.9|2.2|7.0||
2013-01-14|9.5|5.0|17.6|1.8||7.5|1.1|6.0||
2013-01-15|12.0|1.4|32.0|-0.6||10.0|0.7|4.1||0.0
2013-01-16|37.4|28.4|53.6|13.1||10.0|4.5|11.1||0.0
2013-01-17|37.3|26.6|53.6|16.3||10.0|2.2|6.0||0.0
2013-01-18|39.2|26.6|59.0|9.2||10.0|2.1|8.0||0.0
2013-01-19|49.0|35.6|60.8|-1.5||10.0|6.8|20.0|33.0|0.0
2013-01-20|40.2|26.6|51.8|5.2||10.0|5.0|15.9|22.0|0.0
2013-01-21|31.4|17.6|57.2|12.7||10.0|1.6|11.1|19.0|0.0
2013-01-22|49.9|32.0|64.4|-4.7||10.0|7.6|20.0|28.0|0.0
2013-01-23|46.6|33.8|64.4|-2.7||10.0|3.8|20.0|28.9|0.0
2013-01-24|43.7|28.4|64.4|8.4||10.0|5.8|21.0|39.0|0.0
2013-01-25|44.2|32.0|55.4|22.8||10.0|5.7|23.9|33.0|0.0
2013-01-26|39.8|32.0|51.8|24.7||10.0|1.6|5.1||0.0
2013-01-27|43.3|32.0|59.0|31.9||9.9|2.3|8.0||
2013-01-28|40.2|30.2|53.6|21.9||9.6|3.5|13.0|19.0|
2013-01-29|28.1|19.4|32.0|20.3||8.2|3.0|8.0||
2013-01-30|24.1|10.4|41.0|9.5||10.0|5.4|21.0|28.0|0.0
2013-01-31|37.0|24.8|48.2|12.7||10.0|8.7|28.9|37.9|0.0
2013-02-01|34.9|23.0|50.0|18.6||10.0|5.9|26.0|35.9|0.0
2013-02-02|38.1|24.8|59.0|16.0||10.0|4.8|20.0|29.9|0.0
2013-02-03|36.8|24.8|51.8|13.9||10.0|1.7|20.0|32.1|0.0
2013-02-04|42.6|26.6|55.4|3.0||10.0|5.5|28.0|37.9|0.0
2013-02-05|43.3|30.2|60.8|10.8||10.0|5.4|27.0|32.1|0.0
2013-02-06|45.0|32.0|57.2|18.0||10.0|4.0|15.0|22.0|0.0
2013-02-07|38.1|26.6|50.0|23.5||9.9|3.7|12.0|16.9|
2013-02-08|34.6|21.2|51.8|11.2||10.0|1.8|7.0||0.0
2013-02-09|33.4|26.6|46.4|13.8||9.7|2.8|8.0||
2013-02-10|30.6|24.8|37.4|19.0||9.6|3.6|14.0|16.9|
2013-02-11|24.7|19.4|32.0|14.3||9.1|3.6|8.9||
2013-02-12|26.8|14.0|42.8|6.0||10.0|1.7|7.0||0.0
2013-02-13|33.1|19.4|46.4|4.7||10.0|5.6|26.0|33.0|0.0
2013-02-14|32.8|26.6|44.6|15.0||8.2|3.6|14.0|23.9|
2013-02-15|26.7|17.6|42.8|15.8||9.4|2.7|14.0|16.9|
2013-02-16|35.4|23.0|53.6|11.8||10.0|6.4|15.9|27.0|0.0
2013-02-17|48.7|37.4|60.8|-0.6||10.0|7.1|20.0|29.9|0.0
2013-02-18|36.8|23.0|53.6|8.6||10.0|6.4|22.0|27.0|0.0
2013-02-19|28.9|21.2|39.2|6.3||10.0|2.4|8.9|15.0|0.0
2013-02-20|29.2|21.2|37.4|12.6||10.0|2.0|8.0||0.0
2013-02-22|25.1|14.0|33.8|17.7||8.8|1.8|7.0||
2013-02-23|26.4|17.6|37.4|14.0||10.0|2.2|8.0||0.0
2013-02-24|30.4|28.4|35.6|25.0||5.4|6.1|16.9|27.0|
2013-02-25|25.0|12.2|33.8|17.5||9.4|2.2|8.0||
2013-02-26|25.9|17.6|33.8|20.0||7.7|1.2|9.9|15.0|
2013-02-27|29.3|17.6|37.4|11.2||10.0|5.4|15.0|22.0|0.0
2013-02-28|29.8|17.6|42.8|7.9||10.0|3.8|15.0|21.0|0.0
2013-03-01|35.8|28.4|44.6|13.8||10.0|3.4|15.0|22.9|0.0
2013-03-02|40.2|30.2|59.0|23.5||10.0|2.6|9.9|15.9|0.0
2013-03-03|49.3|39.2|62.6|20.1||10.0|4.9|15.9|22.9|0.0
2013-03-04|40.6|26.6|55.4|23.4||8.9|8.8|27.0|37.9|
2013-03-05|24.7|14.0|37.4|15.3||10.0|1.9|6.0||0.0
2013-03-06|34.0|23.0|57.2|20.8||10.0|0.8|4.1||0.0
2013-03-07|43.3|32.0|64.4|24.9||10.0|2.8|8.0||0.0
2013-03-08|40.4|32.0|60.8|26.7||10.0|2.1|6.0||0.0
2013-03-09|35.3|32.0|44.6|31.2||6.9|4.1|15.9|22.9|
2013-03-10|31.2|21.2|44.6|16.4||9.9|3.7|11.1||
2013-03-11|44.9|35.6|55.4|14.7||10.0|9.2|23.9|34.0|0.0
2013-03-12|31.2|26.6|35.6|27.4||6.5|2.2|9.9|18.1|
2013-03-13|36.8|28.4|64.4|27.6||7.3|2.3|15.9|22.0|0.0
2013-03-14|54.1|42.8|71.6|20.4||10.0|4.2|19.0|28.9|0.0
2013-03-15|62.3|50.0|73.4|15.7||10.0|8.0|23.9|32.1|0.0
2013-03-16|51.2|37.4|69.8|26.6||10.0|4.8|13.0|14.0|0.0
2013-03-17|44.8|32.0|59.0|25.2||10.0|5.8|23.9|34.0|0.0
2013-03-18|40.1|32.0|50.0|7.7||10.0|13.3|23.9|32.1|0.0
2013-03-19|44.8|37.4|53.6|-3.4||10.0|12.3|28.0|35.9|0.0
2013-03-20|35.1|23.0|53.6|12.0||10.0|2.6|15.9|25.1|0.0
2013-03-21|45.1|35.6|55.4|21.6||10.0|5.5|20.0|28.9|
2013-03-22|37.0|28.4|48.2|12.2||9.7|6.4|15.0|22.9|
2013-03-23|24.4|19.4|32.0|22.1||1.8|6.6|18.1|22.0|
2013-03-24|19.4|8.6|28.4|10.3||9.5|1.8|5.1||
2013-03-25|24.0|17.6|33.8|13.4||8.1|2.9|8.0||
2013-03-26|29.5|19.4|42.8|15.0||10.0|1.9|8.0||0.0
2013-03-27|38.9|30.2|51.8|27.3||10.0|2.5|6.0||0.0
2013-03-28|44.4|32.0|62.6|30.9||9.5|2.1|8.9||0.0
2013-03-29|51.0|37.4|64.4|27.9||10.0|3.5|13.0|18.1|0.0
2013-03-30|52.7|37.4|64.4|25.7||10.0|6.4|22.0|34.0|0.0
2013-03-31|48.1|33.8|69.8|30.1||10.0|4.0|15.0|28.0|
2013-04-01|44.7|30.2|68.0|26.4||10.0|4.2|11.1|15.0|0.0
2013-04-02|38.5|33.8|46.4|32.4||8.6|4.4|8.9||
2013-04-03|41.5|35.6|60.8|34.7||7.1|1.6|5.1||
2013-04-04|53.8|41.0|68.0|28.3||10.0|3.3|8.0||
2013-04-05|59.2|46.4|73.4|23.8||10.0|3.5|15.0|22.0|0.0
2013-04-06|55.9|46.4|69.8|20.1||10.0|9.0|28.0|32.1|0.0
2013-04-07|54.2|41.0|64.4|24.6||10.0|5.5|22.0|36.9|0.0
2013-04-08|50.5|37.4|60.8|28.2||10.0|6.7|29.9|42.9|0.0
2013-04-09|26.4|19.4|46.4|21.9||3.7|8.0|25.1|36.9|
2013-04-10|17.5|8.6|30.2|10.4||6.0|3.4|7.0||
2013-04-11|32.3|21.2|53.6|22.3||10.0|3.0|11.1|15.0|
2013-04-12|43.8|35.6|57.2|31.1||10.0|3.2|19.0|28.0|0.0
2013-04-13|40.5|32.0|50.0|31.3||10.0|3.6|7.0||0.0
2013-04-15|28.6|26.6|30.2|26.2||1.1|2.8|6.0||
2013-04-16|25.9|23.0|32.0|24.1||5.0|1.7|8.0||
2013-04-17|30.1|24.8|33.8|28.1||4.3|7.2|15.0|21.0|
2013-04-18|28.0|19.4|33.8|14.8||9.3|4.5|11.1||
2013-04-19|37.2|28.4|53.6|14.8||10.0|4.3|18.1|27.0|0.0
2013-04-20|44.8|33.8|57.2|25.3||10.0|3.0|9.9|15.9|0.0
2013-04-21|47.9|33.8|60.8|26.1||10.0|3.6|12.0|18.1|0.0
2013-04-22|42.4|28.4|57.2|28.0||7.5|5.9|16.9|26.0|
2013-04-23|25.4|21.2|32.0|20.2||3.0|3.2|12.0|16.9|
2013-04-24|34.8|24.8|53.6|17.0||10.0|2.5|8.9||0.0
2013-04-25|45.2|30.2|64.4|17.6||10.0|2.2|11.1||0.0
2013-04-26|53.6|41.0|66.2|20.3||10.0|4.7|8.9||0.0
2013-04-27|58.6|41.0|73.4|17.3||10.0|3.2|12.0|18.1|0.0
2013-04-28|65.0|50.0|77.0|16.2||10.0|6.6|15.0|22.9|0.0
2013-04-29|65.8|50.0|77.0|24.7||10.0|5.6|15.0|26.0|0.0
2013-04-30|58.9|42.8|77.0|26.4||10.0|5.4|16.9|20.0|0.0
2013-05-01|35.5|28.4|53.6|31.9||3.3|6.1|20.0|27.0|
2013-05-02|30.5|21.2|42.8|20.7||7.7|3.5|8.0||
2013-05-03|41.7|30.2|59.0|24.2||10.0|1.4|8.9||0.0
2013-05-04|47.8|35.6|57.2|28.6||10.0|2.0|8.0||0.0
2013-05-05|46.2|35.6|55.4|24.4||10.0|2.2|7.0||0.0
2013-05-06|50.4|41.0|64.4|32.2||10.0|3.5|9.9|14.0|
2013-05-07|56.2|44.6|69.8|34.1||10.0|3.0|14.0|20.0|
2013-05-08|52.3|46.4|60.8|39.4||9.7|5.2|15.9|20.0|
2013-05-09|49.0|46.4|59.0|42.3||9.1|4.2|15.0|22.0|
2013-05-10|51.9|41.0|64.4|36.1||10.0|2.3|9.9|14.0|
2013-05-11|56.8|44.6|66.2|34.2||10.0|3.7|12.0|18.1|0.0
2013-05-12|62.3|50.0|77.0|33.1||10.0|3.3|9.9||0.0
2013-05-13|71.3|59.0|84.2|31.2||10.0|3.7|8.9||0.0
2013-05-14|73.5|62.6|84.2|32.5||10.0|5.0|28.0|44.1|
2013-05-15|69.6|55.4|78.8|34.0||10.0|5.7|21.0|35.9|
2013-05-16|63.1|51.8|80.6|43.3||10.0|3.3|15.0|27.0|
2013-05-17|68.6|51.8|84.2|35.0||10.0|4.2|15.0|20.0|0.0
2013-05-18|69.8|57.2|78.8|25.0||10.0|6.2|13.0|22.0|0.0
2013-05-19|60.4|51.8|69.8|28.6||10.0|7.6|18.1|26.0|0.0
2013-05-20|56.7|46.4|64.4|35.0||10.0|5.1|15.9|22.9|
2013-05-21|54.0|41.0|68.0|35.4||10.0|3.5|11.1|17.1|0.0
2013-05-22|57.3|42.8|73.4|32.3||10.0|3.5|11.1|17.1|0.0
2013-05-23|57.6|48.2|73.4|44.8||9.8|4.5|15.0|22.0|
2013-05-24|67.5|50.0|82.4|42.0||10.0|4.8|8.9||0.0
2013-05-25|69.9|53.6|86.0|36.4||10.0|2.8|7.0||0.0
2013-05-26|72.1|55.4|84.2|26.9||10.0|4.5|9.9|21.0|0.0
2013-05-27|71.5|50.0|82.4|22.5||10.0|5.8|15.9|26.0|0.0
2013-05-28|64.0|50.0|78.8|33.7||10.0|3.0|8.9||0.0
2013-05-29|59.3|46.4|77.0|40.0||10.0|4.6|15.0|22.9|
2013-05-30|58.6|48.2|69.8|27.1||10.0|7.2|24.1|42.0|0.0
2013-05-31|60.2|46.4|69.8|17.5||10.0|8.9|28.0|35.0|0.0
2013-06-01|58.7|44.6|69.8|26.9||10.0|5.1|17.1|26.0|0.0
2013-06-02|61.0|44.6|82.4|31.8||10.0|2.0|7.0||0.0
2013-06-03|73.1|53.6|89.6|27.1||10.0|5.9|25.1|28.9|0.0
2013-06-04|65.1|53.6|80.6|34.3||9.8|3.8|25.1|33.0|
2013-06-05|52.9|44.6|68.0|44.9||9.4|3.0|17.1|27.0|
2013-06-06|58.3|44.6|77.0|41.3||10.0|1.7|6.0||0.0
2013-06-07|65.8|50.0|80.6|37.5||10.0|1.7|11.1|19.0|
2013-06-08|69.4|62.6|78.8|37.5||10.0|4.5|14.0|25.1|0.0
2013-06-09|67.6|48.2|87.8|37.4||10.0|1.6|8.0||0.0
2013-06-10|79.5|60.8|96.8|33.0||10.0|3.6|12.0|15.9|0.0
2013-06-11|81.1|57.2|98.6|27.9||10.0|5.5|22.0|32.1|0.0
2013-06-12|78.7|59.0|91.4|24.8||9.9|5.8|18.1|26.0|0.0
2013-06-13|69.4|55.4|89.6|46.9||9.9|4.7|17.1|27.0|0.0
2013-06-14|73.5|59.0|89.6|44.1||10.0|4.2|13.0|22.9|
2013-06-15|69.6|57.2|84.2|41.4||10.0|3.3|11.1|22.0|0.0
2013-06-16|70.1|55.4|82.4|43.9||9.5|2.5|18.1|28.9|0.0
2013-06-17|67.0|53.6|78.8|40.1||10.0|4.4|15.9|22.9|
2013-06-18|67.6|53.6|84.2|46.3||10.0|3.1|12.0|15.0|
2013-06-19|70.2|55.4|95.0|42.6||10.0|3.4|8.9|15.0|
2013-06-20|76.0|59.0|89.6|27.7||10.0|3.4|11.1|14.0|0.0
2013-06-21|74.7|60.8|89.6|34.7||10.0|2.7|13.0|24.1|0.0
2013-06-22|71.5|59.0|87.8|38.8||10.0|2.6|8.9|15.9|
2013-06-23|68.4|53.6|86.0|40.4||10.0|2.9|8.9|17.1|0.0
2013-06-24|72.6|59.0|89.6|38.4||10.0|3.8|9.9|19.0|0.0
2013-06-25|79.2|68.0|91.4|24.3||10.0|5.5|18.1|26.0|0.0
2013-06-26|79.6|59.0|96.8|32.0||10.0|3.6|9.9|19.0|0.0
2013-06-27|84.2|64.4|96.8|33.0||10.0|4.0|12.0|15.9|0.0
2013-06-28|78.7|62.6|95.0|42.1||10.0|2.8|9.9|15.9|0.0
2013-06-29|71.2|59.0|87.8|53.1||10.0|3.6|15.9|22.9|
2013-06-30|70.0|62.6|82.4|51.5||10.0|3.4|8.0||
2013-07-01|69.0|59.0|78.8|50.1||10.0|3.2|9.9||0.0
2013-07-02|68.7|55.4|82.4|48.1||10.0|2.5|7.0|15.0|0.0
2013-07-03|72.7|57.2|87.8|42.0||10.0|2.6|7.0||0.0
2013-07-04|77.3|62.6|89.6|39.4||10.0|4.3|15.9|21.0|0.0
2013-07-05|75.3|64.4|86.0|44.2||10.0|5.0|15.0|22.9|
2013-07-06|77.5|64.4|91.4|44.0||10.0|7.0|18.1|32.1|
2013-07-07|76.0|64.4|89.6|46.9||10.0|2.9|11.1|18.1|0.0
2013-07-08|77.8|62.6|95.0|47.3||10.0|4.8|20.0|28.9|0.0
2013-07-09|81.6|68.0|96.8|37.8||10.0|3.2|8.0|15.9|0.0
2013-07-10|75.7|62.6|91.4|43.5||10.0|3.0|14.0||0.0
2013-07-11|78.7|64.4|98.6|47.8||10.0|2.8|8.0||0.0
2013-07-12|81.4|66.2|95.0|44.8||9.9|7.6|22.0|35.9|
2013-07-13|72.6|66.2|87.8|55.7||9.9|3.0|18.1|26.0|
2013-07-14|68.4|59.0|78.8|55.6||10.0|3.8|8.9||0.0
2013-07-15|70.5|64.4|78.8|59.1||8.3|3.6|11.1|19.0|
2013-07-16|68.7|55.4|86.0|48.7||10.0|2.1|6.0||0.0
2013-07-17|72.0|59.0|87.8|46.6||10.0|2.3|8.9|15.9|0.0
2013-07-18|77.1|62.6|91.4|48.2||10.0|2.2|18.1|24.1|
2013-07-19|74.5|64.4|82.4|49.6||10.0|4.8|12.0|15.0|
2013-07-20|73.1|59.0|89.6|50.8||10.0|2.2|19.0|22.0|0.0
2013-07-21|69.9|57.2|87.8|50.1||10.0|2.8|20.0|31.1|
2013-07-22|78.7|64.4|93.2|44.0||10.0|4.1|11.1|15.9|0.0
2013-07-23|77.9|62.6|91.4|39.9||10.0|3.2|8.9||0.0
2013-07-24|74.5|64.4|87.8|51.3||10.0|2.9|9.9|15.9|0.0
2013-07-25|67.0|59.0|78.8|51.8||9.9|5.1|22.9|35.0|
2013-07-26|70.0|59.0|82.4|48.3||9.7|2.8|8.0|15.0|0.0
2013-07-27|66.3|53.6|82.4|48.2||10.0|2.9|13.0|18.1|
2013-07-28|62.9|59.0|71.6|57.9||6.9|2.5|7.0||
2013-07-29|63.3|59.0|71.6|56.8||7.6|2.5|13.0|17.1|
2013-07-30|69.7|59.0|87.8|49.3||10.0|2.9|9.9||
2013-07-31|72.7|59.0|89.6|46.9||10.0|3.0|12.0|15.9|0.0
2013-08-01|72.1|59.0|89.6|50.4||10.0|2.7|11.1||
2013-08-02|74.1|60.8|95.0|48.8||10.0|2.8|11.1|15.0|0.0
2013-08-03|76.5|59.0|91.4|49.0||9.8|2.9|22.9|42.0|
2013-08-04|67.8|57.2|87.8|51.0||9.9|3.5|11.1|15.9|
2013-08-05|74.4|60.8|87.8|43.9||10.0|3.8|17.1|27.0|
2013-08-06|70.3|59.0|82.4|49.2||10.0|4.0|15.9|27.0|
2013-08-07|67.8|60.8|77.0|46.2||10.0|3.8|11.1|15.9|0.0
2013-08-08|64.7|55.4|73.4|53.5||9.9|2.0|8.0||0.0
2013-08-09|66.9|53.6|80.6|46.5||10.0|2.8|13.0|17.1|
2013-08-10|67.6|51.8|87.8|43.0||10.0|2.1|11.1|15.9|
2013-08-11|69.8|60.8|82.4|45.3||10.0|4.4|9.9|15.0|
2013-08-12|75.3|69.8|80.6|44.2||10.0|3.6|12.0|18.1|
2013-08-13|65.2|55.4|77.0|49.1||9.7|5.5|14.0|20.0|
2013-08-14|74.0|64.4|80.6|43.2||10.0|3.2|8.0|15.0|
2013-08-15|67.2|51.8|86.0|44.1||10.0|2.0|11.1|15.0|
2013-08-16|73.0|55.4|89.6|41.5||10.0|2.6|8.0||0.0
2013-08-17|74.9|57.2|95.0|42.7||10.0|1.4|6.0||0.0
2013-08-18|75.0|60.8|91.4|42.0||10.0|2.5|15.9|21.0|0.0
2013-08-19|75.9|59.0|95.0|40.6||9.9|3.0|8.0||0.0
2013-08-20|80.0|64.4|96.8|38.0||10.0|2.0|6.0||0.0
2013-08-21|79.9|69.8|91.4|39.1||10.0|4.5|13.0|17.1|
2013-08-22|70.9|60.8|80.6|52.5||10.0|2.7|11.1|17.1|
2013-08-23|71.2|60.8|86.0|51.3||9.9|3.2|12.0|17.1|
2013-08-24|72.1|59.0|86.0|46.1||10.0|4.7|15.9|24.1|
2013-08-25|73.2|60.8|87.8|47.4||9.9|3.6|17.1|29.9|
2013-08-26|74.2|60.8|89.6|50.1||10.0|3.8|17.1|22.0|
2013-08-27|76.3|64.4|91.4|50.1||10.0|4.6|19.0|28.0|
2013-08-28|77.9|66.2|91.4|48.6||10.0|2.0|8.9||0.0
2013-08-29|79.9|68.0|93.2|41.4||10.0|4.0|22.0|32.1|0.0
2013-08-30|79.2|68.0|89.6|43.0||10.0|5.0|19.0|31.1|0.0
2013-08-31|76.9|62.6|91.4|45.2||10.0|4.0|18.1|26.0|
2013-09-01|71.1|60.8|78.8|49.5||10.0|3.8|12.0|20.0|0.0
2013-09-02|71.7|59.0|91.4|52.4||10.0|1.0|8.0||0.0
2013-09-03|78.8|66.2|95.0|45.1||10.0|3.1|8.0||0.0
2013-09-04|78.9|64.4|91.4|46.1||10.0|2.5|12.0|18.1|0.0
2013-09-05|75.8|62.6|91.4|47.0||10.0|1.9|8.0||0.0
2013-09-06|79.3|64.4|95.0|44.2||10.0|2.3|17.1|25.1|0.0
2013-09-07|78.9|62.6|93.2|42.5||10.0|4.0|8.9|20.0|0.0
2013-09-08|75.5|59.0|87.8|42.7||10.0|2.3|11.1|14.0|0.0
2013-09-09|73.0|60.8|84.2|45.7||10.0|4.7|15.0|22.9|
2013-09-10|59.8|59.0|64.4|57.2||8.7|2.5|8.9|14.0|
2013-09-11|60.5|59.0|64.4|59.1||4.9|3.4|8.0||
2013-09-12|60.2|59.0|62.6|60.2||5.0|5.3|12.0|19.0|
2013-09-13|61.4|57.2|71.6|58.9||7.4|1.1|6.0||
2013-09-14|63.8|57.2|71.6|56.2||10.0|2.3|13.0|20.0|
2013-09-15|59.8|55.4|69.8|55.6||8.8|3.5|12.0|17.1|
2013-09-16|57.2|51.8|71.6|53.4||5.5|2.6|6.0||
2013-09-17|65.2|51.8|84.2|50.1||10.0|1.6|6.0||0.0
2013-09-18|70.4|59.0|84.2|42.0||10.0|4.3|32.1|44.1|
2013-09-19|62.8|51.8|71.6|39.4||10.0|6.0|15.9|22.0|0.0
2013-09-20|56.9|46.4|69.8|42.3||10.0|1.3|5.1||0.0
2013-09-21|61.8|48.2|78.8|42.4||10.0|1.8|6.0||0.0
2013-09-22|66.6|55.4|77.0|41.2||10.0|2.2|15.9|25.1|
2013-09-23|58.0|51.8|64.4|41.1||9.7|9.3|25.1|34.0|
2013-09-24|58.8|44.6|73.4|31.9||10.0|3.3|15.9|26.0|0.0
2013-09-25|59.0|44.6|75.2|37.0||10.0|2.6|7.0||0.0
2013-09-26|58.8|46.4|71.6|39.5||10.0|2.9|6.0||0.0
2013-09-27|51.5|44.6|62.6|45.4||7.3|3.7|9.9||
2013-09-28|48.4|37.4|68.0|32.8||9.5|3.8|15.9|26.0|
2013-09-29|56.4|41.0|75.2|31.3||10.0|2.7|12.0|18.1|0.0
2013-09-30|66.1|55.4|80.6|28.8||10.0|5.0|18.1|22.9|0.0
2013-10-01|63.7|50.0|78.8|31.7||10.0|4.4|12.0|15.0|0.0
2013-10-02|60.1|44.6|77.0|38.1||10.0|2.6|7.0||0.0
2013-10-03|53.7|42.8|66.2|38.2||10.0|1.2|6.0||0.0
2013-10-04|42.6|32.0|57.2|38.4||7.8|6.0|13.0|18.1|
2013-10-05|41.6|32.0|60.8|24.9||10.0|2.4|12.0|15.9|0.0
2013-10-06|52.5|37.4|68.0|19.6||10.0|3.4|11.1|15.0|0.0
2013-10-07|55.1|41.0|75.2|32.7||10.0|2.4|5.1||0.0
2013-10-08|61.3|50.0|73.4|31.8||10.0|2.2|8.9||0.0
2013-10-09|56.2|46.4|68.0|34.2||10.0|2.7|8.0||0.0
2013-10-10|51.6|44.6|59.0|42.8||9.9|1.8|7.0||
2013-10-11|53.3|46.4|60.8|30.6||10.0|5.8|17.1|29.9|
2013-10-12|47.8|41.0|55.4|35.3||10.0|3.6|9.9|15.0|0.0
2013-10-13|46.4|35.6|59.0|37.3||9.8|0.8|6.0||0.0
2013-10-14|49.0|42.8|53.6|37.3||10.0|4.2|20.0|25.1|
2013-10-15|39.8|35.6|46.4|27.5||10.0|4.6|8.0||
2013-10-16|39.1|28.4|51.8|28.0||10.0|1.6|7.0||0.0
2013-10-17|40.7|33.8|48.2|27.9||10.0|2.7|8.0||0.0
2013-10-18|37.9|32.0|44.6|30.5||8.1|2.3|13.0|18.1|
2013-10-19|45.7|32.0|64.4|23.5||10.0|4.0|14.0|22.9|0.0
