72469903065
DATE|TEMP|MIN|MAX|DEWP|STP|VISIB|WDSP|MXSPD|GUST|PRCP
2010-01-01|30.4|24.8|39.2|9.9|828.5|46.9|6.1|11.1||0.0
2010-01-02|32.3|21.2|44.6|19.6|825.1|29.4|5.5|12.0||0.0
2010-01-03|33.9|28.4|39.2|20.4|830.1|27.8|5.2|12.0|20.0|
2010-01-04|30.7|19.4|41.0|19.3|831.7|36.1|2.7|6.0||0.0
2010-01-05|39.9|28.4|48.2|17.6|825.5|43.1|9.3|25.1|33.0|0.0
2010-01-06|28.0|8.6|46.4|15.6|825.2|13.6|9.9|24.1|28.0|
2010-01-07|6.9|-2.2|14.0|0.6|832.2|10.4|2.4|6.0||
2010-01-08|14.8|3.2|28.4|1.3|830.1|41.3|1.9|4.1||0.0
2010-01-09|32.5|21.2|44.6|8.3|828.9|47.4|1.3|5.1||0.0
2010-01-10|37.9|30.2|50.0|9.3|831.1|49.4|4.1|9.9||0.0
2010-01-11|39.1|28.4|50.0|13.7|833.9|40.0|4.8|8.0||0.0
2010-01-12|46.4|35.6|59.0|7.4|830.3|45.0|2.7|8.0||0.0
2010-01-13|50.3|42.8|57.2|7.4|824.4|44.1|5.4|15.0||0.0
2010-01-14|40.0|32.0|44.6|20.2|826.6|27.5|3.2|8.0||0.0
2010-01-15|38.9|28.4|48.2|18.2|829.8|29.4|4.5|9.9||0.0
2010-01-16|42.9|32.0|57.2|16.2|824.6|48.2|3.2|8.0||0.0
2010-01-17|45.9|39.2|55.4|17.4|821.3|39.7|3.2|8.0||0.0
2010-01-18|42.7|32.0|50.0|23.8|819.0|40.0|3.1|7.0||0.0
2010-01-19|38.4|33.8|44.6|25.4|814.0|27.3|4.2|9.9||0.0
2010-01-20|35.4|28.4|41.0|16.1|810.8|33.8|6.2|14.0|17.1|0.0
2010-01-21|32.3|26.6|39.2|16.8|810.9|44.1|4.3|8.0||0.0
2010-01-22|36.2|28.4|53.6|19.4|803.9|22.1|4.9|12.0||0.0
2010-01-23|40.4|33.8|46.4|6.6|806.4|42.4|8.8|22.9|29.9|0.0
2010-01-24|35.8|30.2|41.0|3.6|814.8|43.5|14.9|20.0|29.9|0.0
2010-01-25|33.9|26.6|44.6|3.8|819.6|47.3|13.3|25.1|31.1|0.0
2010-01-26|32.6|21.2|41.0|13.0|822.4|42.2|3.8|8.0||0.0
2010-01-27|32.8|24.8|39.2|19.2|824.5|32.8|4.9|12.0||0.0
2010-01-28|28.0|26.6|32.0|26.4|829.5|3.2|5.6|11.1||
2010-01-29|33.1|23.0|44.6|19.8|826.1|8.6|1.5|5.1||0.0
2010-01-30|38.1|26.6|50.0|11.5|824.1|42.2|3.3|9.9||0.0
2010-01-31|34.2|26.6|39.2|17.8|820.4|25.7|6.5|12.0||0.0
2010-02-01|37.8|28.4|46.4|9.7|819.7|27.4|6.7|22.9|28.9|0.0
2010-02-02|33.6|23.0|44.6|9.3|822.9|10.0|5.9|20.0|26.0|0.0
2010-02-03|39.3|32.0|46.4|9.7|821.3|43.8|2.9|8.9||0.0
2010-02-04|38.1|30.2|48.2|20.0|817.0|15.0|6.1|18.1|25.1|
2010-02-05|37.7|30.2|46.4|7.7|819.8|32.9|4.4|19.0|28.9|0.0
2010-02-06|32.5|24.8|44.6|22.8|822.0|9.6|4.3|14.0||0.0
2010-02-07|30.9|28.4|33.8|24.8|820.6|6.6|3.6|8.0||
2010-02-08|24.8|17.6|28.4|22.1|821.7|3.3|3.5|15.9|20.0|
2010-02-09|17.9|8.6|26.6|10.3|825.0|13.5|2.1|6.0||
2010-02-10|24.2|12.2|42.8|13.6|820.9|15.7|3.2|7.0||0.0
2010-02-11|33.6|24.8|42.8|18.1|819.7|12.7|3.5|8.9||0.0
2010-02-12|36.7|26.6|46.4|12.9|821.9|32.6|6.1|15.9|17.1|0.0
2010-02-13|40.8|33.8|50.0|13.5|821.1|30.9|10.4|19.0|26.0|0.0
2010-02-14|25.5|15.8|35.6|12.8|828.9|21.8|5.9|14.0|17.1|
2010-02-15|22.1|12.2|33.8|3.5|830.1|37.5|3.7|8.0||0.0
2010-02-16|27.4|17.6|39.2|6.2|829.1|37.6|3.2|11.1||0.0
2010-02-17|33.6|26.6|44.6|10.2|825.9|27.1|2.4|7.0||0.0
2010-02-18|34.5|28.4|39.2|23.9|823.3|15.3|4.8|13.0||
2010-02-19|25.0|23.0|28.4|22.7|822.9|6.1|3.6|15.9|21.0|
2010-02-20|24.7|23.0|26.6|22.9|819.9|4.7|4.6|8.9||
2010-02-21|21.1|15.8|26.6|18.6|820.7|3.5|7.4|13.0|15.9|
2010-02-22|18.0|12.2|24.8|12.6|821.4|4.6|3.1|6.0||
2010-02-23|24.1|1.4|41.0|6.8|824.6|35.2|4.2|8.9||0.0
2010-02-24|35.1|26.6|46.4|8.4|823.0|32.8|5.2|19.0|26.0|0.0
2010-02-25|39.0|32.0|44.6|19.9|820.2|22.7|8.3|22.0|27.0|
2010-02-26|34.6|26.6|46.4|21.0|827.8|32.3|3.6|8.0||
2010-02-27|36.8|28.4|51.8|14.1|824.5|31.5|3.9|13.0||0.0
2010-02-28|35.8|26.6|42.8|24.1|818.0|15.4|8.1|13.0||
2010-03-01|33.8|28.4|44.6|28.2|826.3|6.0|3.2|8.0||
2010-03-02|39.7|28.4|55.4|19.6|826.9|34.2|3.5|8.0||0.0
2010-03-03|43.0|32.0|55.4|20.5|823.1|32.1|2.5|8.0||0.0
2010-03-04|43.9|32.0|57.2|20.3|821.2|24.8|3.3|9.9||0.0
2010-03-05|40.3|32.0|50.0|23.8|817.5|13.2|7.9|15.9|24.1|0.0
2010-03-06|43.2|30.2|55.4|21.3|824.3|24.8|6.5|20.0|27.0|0.0
2010-03-07|38.6|30.2|46.4|31.5|824.1|10.4|4.6|12.0||
2010-03-08|40.3|35.6|46.4|31.6|815.9|8.4|4.9|9.9||
2010-03-09|44.9|37.4|53.6|21.0|814.0|27.3|6.9|14.0|19.0|0.0
2010-03-10|37.7|32.0|46.4|24.4|811.9|13.4|5.9|15.0|20.0|
2010-03-11|34.6|26.6|48.2|21.1|817.6|18.1|4.3|15.9|22.0|
2010-03-12|41.9|33.8|57.2|5.5|822.2|35.7|11.8|20.0|24.1|0.0
2010-03-13|47.2|33.8|59.0|12.3|820.3|47.8|4.7|9.9||0.0
2010-03-14|38.4|32.0|55.4|26.3|823.5|12.5|9.3|17.1|25.1|
2010-03-15|35.7|32.0|50.0|30.5|834.4|4.7|3.3|8.0||
2010-03-16|45.9|32.0|62.6|18.7|835.5|30.8|3.2|8.0||0.0
2010-03-17|51.1|37.4|68.0|11.3|831.9|36.7|3.7|8.9||0.0
2010-03-18|51.6|41.0|62.6|12.2|824.2|22.7|4.6|15.0|22.9|0.0
2010-03-19|31.2|24.8|42.8|26.9|825.9|5.3|8.9|15.9|21.0|
2010-03-20|24.3|14.0|35.6|13.1|831.3|23.1|3.8|8.9||
2010-03-21|37.9|24.8|59.0|12.7|827.8|33.0|3.4|8.0||0.0
2010-03-22|53.4|42.8|64.4|5.7|821.9|25.2|8.0|18.1|24.1|0.0
2010-03-23|43.3|32.0|60.8|26.7|820.9|16.4|6.7|19.0|28.0|
2010-03-24|33.4|26.6|37.4|23.8|828.9|12.3|4.7|17.1||
2010-03-25|34.1|24.8|42.8|21.6|823.8|30.9|2.4|6.0||0.0
2010-03-26|38.1|30.2|42.8|26.6|816.0|13.1|4.4|13.0||
2010-03-27|40.3|35.6|46.4|25.0|824.0|25.3|12.9|19.0|27.0|
2010-03-28|48.1|33.8|62.6|13.8|829.0|42.9|6.5|15.0|20.0|0.0
2010-03-29|57.3|44.6|68.0|6.8|822.4|38.5|11.3|22.0|34.0|0.0
2010-03-30|66.8|48.2|80.6|9.5|812.9|44.4|11.6|31.1|41.0|0.0
2010-03-31|53.2|41.0|69.8|25.1|815.1|26.5|7.6|15.0|20.0|0.0
2010-04-01|47.4|39.2|55.4|31.2|810.4|29.1|9.4|29.9|36.9|0.0
2010-04-02|40.5|32.0|46.4|4.3|815.1|44.4|11.4|35.0|42.9|0.0
2010-04-03|46.0|35.6|55.4|6.2|815.7|47.6|12.9|32.1|40.0|0.0
2010-04-04|46.6|30.2|62.6|16.9|818.7|34.4|9.1|15.9|20.0|0.0
2010-04-05|51.9|35.6|64.4|18.8|816.6|26.8|6.1|12.0|25.1|0.0
2010-04-06|45.6|37.4|57.2|15.2|814.3|40.3|16.3|35.0|42.9|
2010-04-07|37.8|30.2|46.4|21.0|826.8|23.5|8.5|20.0|32.1|
2010-04-08|44.0|30.2|64.4|19.1|825.4|34.8|4.7|17.1|27.0|0.0
2010-04-09|53.4|42.8|64.4|14.0|821.3|36.1|9.4|22.0|28.9|0.0
2010-04-10|45.7|33.8|62.6|26.9|825.9|25.2|7.4|20.0|28.9|0.0
2010-04-11|50.1|37.4|71.6|30.4|827.8|24.6|4.4|12.0||0.0
2010-04-12|57.9|46.4|73.4|25.5|823.1|31.1|5.1|15.0|25.1|0.0
2010-04-13|59.5|51.8|68.0|22.6|815.0|36.0|16.5|32.1|46.0|
2010-04-14|51.0|35.6|68.0|13.1|824.4|33.9|8.8|18.1|22.9|0.0
2010-04-15|58.0|44.6|64.4|25.9|829.1|29.7|5.9|11.1||0.0
2010-04-16|51.0|41.0|60.8|33.4|834.6|23.9|7.1|15.0||0.0
2010-04-17|47.8|41.0|51.8|39.0|828.4|12.5|5.7|13.0||
2010-04-18|55.0|39.2|68.0|34.3|826.4|15.8|4.1|9.9||0.0
2010-04-19|61.4|44.6|71.6|23.4|824.8|44.7|4.9|9.9|14.0|0.0
2010-04-20|52.2|44.6|66.2|39.3|823.6|12.2|5.5|12.0||0.0
2010-04-21|50.2|42.8|66.2|40.3|820.7|8.7|6.4|15.0|19.0|0.0
2010-04-22|49.7|44.6|57.2|43.9|814.2|11.9|8.3|17.1|25.1|
2010-04-23|41.2|33.8|48.2|37.2|809.0|12.3|9.8|21.0|26.0|
2010-04-24|44.5|37.4|57.2|30.5|818.0|22.6|13.0|25.1|36.9|
2010-04-25|50.1|37.4|59.0|28.1|822.8|22.7|7.5|19.0|25.1|
2010-04-26|39.9|32.0|51.8|29.9|827.5|26.8|6.9|15.0|22.0|
2010-04-27|48.8|35.6|68.0|28.5|824.4|33.1|3.0|8.9||0.0
2010-04-28|62.2|48.2|75.2|23.3|811.6|33.2|8.5|20.0|28.9|0.0
2010-04-29|43.4|32.0|68.0|28.6|807.8|12.1|9.3|24.1|28.9|
2010-04-30|41.9|32.0|50.0|13.6|808.8|37.4|11.6|25.1|33.0|0.0
2010-05-01|42.9|28.4|57.2|21.6|813.9|33.8|6.3|17.1|22.0|0.0
2010-05-02|43.9|35.6|53.6|22.5|814.3|25.9|7.6|17.1|21.0|0.0
2010-05-03|48.9|35.6|62.6|22.4|823.1|43.0|10.1|25.1|31.1|0.0
2010-05-04|62.4|51.8|71.6|16.4|819.0|38.8|14.8|40.0|53.0|0.0
2010-05-05|51.1|37.4|64.4|19.2|822.6|29.5|8.7|15.0|22.9|0.0
2010-05-06|47.8|37.4|59.0|29.8|818.7|18.3|7.9|17.1|18.1|0.0
2010-05-07|41.4|30.2|53.6|24.7|828.0|23.9|7.2|18.1|22.9|
2010-05-08|44.5|33.8|55.4|18.2|830.5|28.1|6.6|15.0|17.1|0.0
2010-05-09|51.3|35.6|68.0|29.5|822.1|22.7|4.3|9.9||0.0
2010-05-10|56.2|46.4|66.2|33.1|815.3|15.2|10.2|29.9|36.9|0.0
2010-05-11|43.3|39.2|59.0|32.4|820.4|25.0|8.5|21.0|29.9|
2010-05-12|34.0|32.0|39.2|32.1|822.0|5.1|7.6|13.0||
2010-05-13|38.5|32.0|50.0|32.1|827.0|8.8|3.4|8.0||
2010-05-14|45.1|39.2|57.2|38.3|830.3|9.8|3.7|13.0||
2010-05-15|47.7|39.2|57.2|40.9|827.5|8.9|3.0|12.0||
2010-05-16|51.2|39.2|66.2|36.2|828.8|28.6|4.4|13.0|18.1|0.0
2010-05-17|57.3|42.8|75.2|37.5|828.9|32.3|3.3|9.9||0.0
2010-05-18|59.3|50.0|69.8|45.7|822.4|14.3|6.3|12.0|18.1|
2010-05-19|54.8|44.6|66.2|40.5|819.4|29.1|5.5|15.0||
2010-05-20|57.1|46.4|69.8|44.5|822.9|18.0|3.3|6.0||0.0
2010-05-21|59.7|50.0|71.6|45.5|822.2|25.4|4.9|12.0||0.0
2010-05-22|72.6|57.2|84.2|24.8|810.9|26.3|13.2|26.0|36.9|0.0
2010-05-23|56.1|41.0|80.6|31.4|818.8|32.8|7.2|18.1|29.9|0.0
2010-05-24|62.9|50.0|71.6|22.6|813.9|37.1|17.6|29.9|39.0|0.0
2010-05-25|55.7|42.8|69.8|20.5|825.4|38.5|8.3|15.0|15.9|0.0
2010-05-26|61.3|50.0|75.2|46.1|827.8|17.6|6.3|14.0|18.1|0.0
2010-05-27|66.6|53.6|82.4|52.2|825.3|18.7|7.1|15.0|17.1|
2010-05-28|74.5|59.0|91.4|32.8|822.6|27.3|7.0|18.1|25.1|0.0
2010-05-29|72.3|62.6|87.8|37.8|819.5|21.3|8.5|15.0|25.1|0.0
2010-05-30|58.3|44.6|73.4|37.8|827.4|40.6|6.3|17.1|33.0|
2010-05-31|68.2|51.8|80.6|32.3|825.3|63.4|5.2|11.1||0.0
2010-06-01|66.6|51.8|78.8|34.0|822.3|40.8|5.5|11.1|20.0|0.0
2010-06-02|63.7|53.6|75.2|41.8|824.2|26.9|4.9|14.0|19.0|0.0
2010-06-03|64.5|55.4|75.2|40.9|822.6|33.8|4.8|14.0||0.0
2010-06-04|72.6|55.4|89.6|41.0|821.9|28.2|3.4|8.9||0.0
2010-06-05|73.8|60.8|84.2|43.9|823.9|24.2|6.9|13.0|17.1|0.0
2010-06-06|75.0|57.2|89.6|50.7|828.7|32.2|4.3|8.0||
2010-06-07|77.3|57.2|91.4|53.5|824.5|24.7|5.0|11.1||0.0
2010-06-08|68.2|60.8|86.0|52.3|825.8|20.2|6.7|14.0|22.0|0.0
2010-06-09|66.7|55.4|84.2|51.3|826.7|18.1|5.2|13.0||0.0
2010-06-10|69.9|60.8|77.0|52.1|820.6|21.0|5.6|13.0|17.1|
2010-06-11|64.2|59.0|71.6|51.2|821.9|26.7|5.5|15.0||
2010-06-12|50.5|46.4|60.8|48.7|828.9|7.2|9.1|21.0|27.0|
2010-06-13|49.6|46.4|55.4|46.7|829.9|9.8|7.5|11.1|15.0|
2010-06-14|53.1|46.4|66.2|45.7|828.8|13.5|4.3|8.9||
2010-06-15|62.3|46.4|78.8|36.1|826.8|29.2|4.0|13.0||0.0
2010-06-16|69.6|55.4|86.0|38.4|823.6|30.0|4.9|12.0|20.0|0.0
2010-06-17|72.9|57.2|84.2|28.5|820.2|24.6|7.9|21.0|27.0|0.0
2010-06-18|69.3|55.4|82.4|37.7|825.6|23.1|5.4|12.0|15.9|0.0
2010-06-19|70.4|59.0|80.6|48.7|827.2|15.9|6.1|14.0|15.0|0.0
2010-06-20|70.1|60.8|77.0|55.4|826.7|11.6|6.1|14.0|15.9|0.0
2010-06-21|69.6|59.0|82.4|55.3|826.1|11.9|4.4|20.0|28.0|
2010-06-22|71.2|53.6|87.8|44.5|825.9|27.2|4.9|11.1|15.9|0.0
2010-06-23|71.1|55.4|84.2|39.8|832.7|39.1|6.5|9.9|17.1|0.0
2010-06-24|75.4|57.2|91.4|38.6|830.7|38.7|3.9|9.9|15.9|0.0
2010-06-25|84.1|66.2|95.0|30.2|826.4|38.8|4.9|15.0|22.0|0.0
2010-06-26|78.1|64.4|87.8|38.5|825.5|23.4|8.1|20.0|28.9|
2010-06-27|66.0|59.0|80.6|50.7|827.3|22.5|3.9|9.9||
2010-06-28|70.7|55.4|87.8|44.0|827.9|30.0|4.1|11.1||0.0
2010-06-29|76.6|60.8|91.4|38.8|830.4|31.3|4.7|9.9||0.0
2010-06-30|76.9|62.6|91.4|33.0|829.4|38.0|7.1|15.0|20.0|0.0
2010-07-01|76.9|62.6|89.6|35.8|827.7|35.4|6.3|15.0|21.0|0.0
2010-07-02|73.2|62.6|84.2|47.0|825.4|28.7|4.5|31.1|39.0|
2010-07-03|76.8|59.0|91.4|43.5|821.0|33.1|4.4|15.0|22.0|
2010-07-04|70.5|59.0|84.2|46.4|823.2|22.6|7.8|20.0|40.0|
2010-07-05|63.2|50.0|82.4|43.6|825.6|31.0|5.5|17.1|26.0|
2010-07-06|72.9|55.4|89.6|35.1|825.8|40.9|4.3|11.1|15.9|0.0
2010-07-07|58.8|53.6|77.0|52.3|831.3|11.4|8.3|20.0|27.0|
2010-07-08|59.0|53.6|66.2|53.8|834.0|7.2|5.0|12.0|20.0|
2010-07-09|64.3|53.6|82.4|48.8|833.0|17.5|3.3|8.0|14.0|0.0
2010-07-10|70.5|59.0|87.8|43.9|829.1|30.6|6.9|20.0|28.0|0.0
2010-07-11|71.1|55.4|84.2|41.2|826.6|32.3|4.8|22.9|31.1|0.0
2010-07-12|73.4|57.2|91.4|40.2|823.6|32.1|5.8|14.0|20.0|0.0
2010-07-13|79.9|68.0|95.0|37.7|822.4|35.7|6.3|8.9|14.0|0.0
2010-07-14|83.0|68.0|95.0|39.8|825.2|35.4|7.8|22.9|28.9|0.0
2010-07-15|73.8|60.8|91.4|51.7|831.4|17.2|4.8|17.1|21.0|
2010-07-16|80.3|66.2|95.0|33.4|830.8|31.3|4.4|11.1|15.0|0.0
2010-07-17|80.3|64.4|100.4|28.8|829.2|35.2|5.0|12.0|18.1|0.0
2010-07-18|80.0|64.4|93.2|38.4|829.5|29.0|5.5|15.0|26.0|
2010-07-19|75.1|60.8|91.4|45.2|826.8|29.8|4.4|13.0|20.0|0.0
2010-07-20|69.6|60.8|82.4|53.4|828.4|13.0|5.0|15.0|20.0|
2010-07-21|70.9|62.6|84.2|56.2|827.4|21.7|6.9|17.1|25.1|
2010-07-22|75.0|62.6|89.6|52.0|825.7|23.5|4.7|15.9|22.0|0.0
2010-07-23|74.7|60.8|93.2|46.5|825.7|35.8|2.7|8.9|15.9|
2010-07-24|73.5|62.6|91.4|44.6|831.1|22.6|7.2|22.0|32.1|0.0
2010-07-25|72.2|59.0|86.0|49.5|830.5|30.2|4.5|9.9||0.0
2010-07-26|77.5|62.6|95.0|46.5|826.8|32.0|4.4|8.0||0.0
2010-07-27|79.8|68.0|93.2|40.1|825.9|27.3|5.5|22.0|28.9|
2010-07-28|73.6|62.6|87.8|53.1|831.9|17.1|5.3|13.0|18.1|0.0
2010-07-29|75.4|64.4|89.6|53.8|830.8|19.8|6.5|18.1|24.1|
2010-07-30|75.1|64.4|89.6|52.6|829.6|34.0|6.0|17.1|28.0|0.0
2010-07-31|73.8|60.8|87.8|50.9|829.0|29.2|4.8|12.0|15.9|0.0
2010-08-01|74.8|64.4|86.0|56.6|825.8|21.7|5.6|20.0|25.1|
2010-08-02|74.2|66.2|89.6|52.8|828.0|27.1|4.9|21.0|27.0|
2010-08-03|71.4|60.8|86.0|49.8|829.8|37.7|5.5|15.0|25.1|
2010-08-04|72.4|60.8|86.0|48.9|832.0|26.4|9.4|27.0|32.1|
2010-08-05|74.0|62.6|84.2|48.0|831.1|33.8|5.5|13.0|19.0|0.0
2010-08-06|72.6|60.8|86.0|47.4|828.9|32.3|4.2|17.1|22.0|
2010-08-07|73.6|60.8|91.4|45.6|826.2|38.9|4.7|11.1|25.1|
2010-08-08|77.1|59.0|87.8|48.0|825.7|45.5|5.0|9.9||0.0
2010-08-09|74.9|64.4|82.4|50.2|827.4|38.0|5.8|15.0|25.1|
2010-08-10|75.0|62.6|87.8|41.9|828.0|52.2|3.6|8.9||0.0
2010-08-11|82.2|68.0|91.4|33.5|828.1|61.9|5.5|22.0|28.0|0.0
2010-08-12|81.7|66.2|91.4|34.8|824.7|51.3|5.9|12.0|24.1|0.0
2010-08-13|76.7|60.8|87.8|31.2|823.9|49.4|6.3|11.1||0.0
2010-08-14|70.0|57.2|84.2|40.1|827.3|29.6|6.3|15.9||0.0
2010-08-15|69.5|59.0|84.2|46.8|832.5|22.0|5.5|9.9|15.0|0.0
2010-08-16|67.7|59.0|80.6|57.0|830.7|11.6|5.6|11.1|15.0|
2010-08-17|65.7|51.8|86.0|48.4|830.5|25.2|3.3|7.0||0.0
2010-08-18|78.8|64.4|95.0|33.5|828.8|36.3|4.5|11.1|14.0|0.0
2010-08-19|76.3|68.0|89.6|42.0|825.3|27.0|5.6|13.0|25.1|
2010-08-20|72.7|62.6|86.0|40.8|825.1|34.2|7.7|29.9|41.0|
2010-08-21|76.2|60.8|93.2|36.8|828.0|36.7|4.4|14.0|18.1|0.0
2010-08-22|79.8|62.6|93.2|38.9|828.2|36.7|4.9|13.0|19.0|0.0
2010-08-23|77.6|66.2|89.6|43.9|827.7|29.8|7.2|18.1|21.0|
2010-08-24|65.5|53.6|78.8|47.9|836.2|21.2|4.7|12.0||
2010-08-25|70.3|57.2|86.0|45.2|834.1|23.5|3.6|8.9||0.0
2010-08-26|75.3|50.0|93.2|30.0|831.2|28.3|3.9|9.9||0.0
2010-08-27|79.4|64.4|91.4|30.9|826.0|28.8|4.6|13.0|35.0|0.0
2010-08-28|78.7|66.2|91.4|31.9|820.1|33.8|5.6|20.0|29.9|0.0
2010-08-29|76.3|60.8|89.6|32.4|818.6|34.0|7.5|15.9|20.0|0.0
2010-08-30|75.4|66.2|84.2|32.2|820.0|32.4|6.8|19.0|25.1|
2010-08-31|68.5|55.4|80.6|37.1|826.3|30.0|5.1|11.1|14.0|0.0
2010-09-01|68.9|55.4|87.8|31.9|826.0|32.7|5.1|17.1||0.0
2010-09-02|66.0|53.6|84.2|32.6|829.5|25.0|8.0|17.1|22.9|0.0
2010-09-03|62.0|46.4|77.0|29.3|835.3|27.8|3.1|7.0||0.0
2010-09-04|72.7|53.6|91.4|23.3|828.8|38.5|4.7|18.1|26.0|0.0
2010-09-05|79.2|64.4|93.2|19.0|821.3|31.7|8.2|21.0|31.1|0.0
2010-09-06|70.0|57.2|86.0|18.8|819.7|35.4|10.7|29.9|38.1|0.0
2010-09-07|61.0|44.6|82.4|16.0|828.7|12.7|4.5|11.1||0.0
2010-09-08|70.6|57.2|82.4|35.4|824.4|25.0|6.8|22.0|29.9|
2010-09-09|69.4|53.6|89.6|39.3|819.9|37.1|6.1|15.0|21.0|
2010-09-10|66.4|46.4|84.2|20.8|821.5|34.8|9.7|27.0|35.0|0.0
2010-09-11|64.6|50.0|80.6|17.5|830.0|40.9|4.3|14.0|22.0|0.0
2010-09-12|69.4|55.4|82.4|12.0|830.4|37.7|4.7|9.9|14.0|0.0
2010-09-13|70.8|55.4|86.0|15.8|829.9|30.9|3.7|9.9||0.0
2010-09-14|73.6|60.8|87.8|21.8|827.8|38.5|5.1|9.9||0.0
2010-09-15|71.0|55.4|84.2|31.6|826.5|28.9|6.7|15.0|20.0|0.0
2010-09-16|68.2|51.8|86.0|32.4|829.6|24.3|3.5|9.9|15.0|
2010-09-17|69.9|55.4|82.4|26.1|827.7|32.5|3.9|9.9||0.0
2010-09-18|61.7|53.6|77.0|43.6|828.9|11.5|6.4|12.0||0.0
2010-09-19|64.4|44.6|93.2|37.6|828.2|17.0|4.1|8.9||0.0
2010-09-20|76.5|60.8|91.4|25.6|821.5|27.0|8.6|25.1|35.0|0.0
2010-09-21|65.6|51.8|78.8|37.7|822.7|21.1|7.8|25.1|35.0|0.0
2010-09-22|62.8|53.6|71.6|48.2|821.2|21.0|4.4|18.1|27.0|
2010-09-23|63.4|53.6|77.0|40.3|820.6|36.8|8.5|20.0|32.1|0.0
2010-09-24|65.2|50.0|80.6|25.2|830.5|39.2|2.9|15.9|22.0|0.0
2010-09-25|65.3|53.6|77.0|23.5|833.9|36.7|3.6|8.0||0.0
2010-09-26|69.8|51.8|86.0|26.9|832.3|34.5|3.8|12.0||0.0
2010-09-27|73.8|62.6|82.4|24.7|830.0|33.5|7.4|15.9|22.0|0.0
2010-09-28|71.3|57.2|89.6|26.9|830.1|36.3|2.6|6.0||0.0
2010-09-29|74.7|64.4|82.4|21.3|827.2|28.5|8.5|15.0|22.0|0.0
2010-09-30|62.3|50.0|75.2|36.2|831.6|21.7|4.3|11.1||0.0
2010-10-01|64.2|51.8|77.0|36.0|831.6|21.7|3.2|8.0||0.0
2010-10-02|59.3|48.2|71.6|35.1|835.3|21.7|5.5|12.0||0.0
2010-10-03|61.0|46.4|80.6|36.9|830.1|19.2|3.4|11.1||0.0
2010-10-04|64.7|50.0|80.6|32.3|827.0|21.4|4.1|14.0|20.0|0.0
2010-10-05|66.7|55.4|77.0|32.4|828.9|28.9|4.0|9.9||0.0
2010-10-06|62.8|57.2|71.6|41.6|835.0|15.9|8.7|15.0|19.0|0.0
2010-10-07|61.9|51.8|80.6|41.4|832.4|23.8|5.1|15.9|25.1|
2010-10-08|63.2|59.0|71.6|32.8|826.8|37.5|7.4|31.1|35.9|0.0
2010-10-09|56.1|46.4|66.2|24.0|829.5|38.3|11.7|22.0|28.9|0.0
2010-10-10|53.1|48.2|57.2|34.2|829.0|20.3|6.6|15.9|22.9|
2010-10-11|55.2|46.4|66.2|40.8|827.9|19.3|4.0|8.0||
2010-10-12|51.2|44.6|62.6|38.1|833.1|13.7|4.6|21.0||
2010-10-13|51.1|41.0|64.4|36.7|837.0|16.7|2.3|9.9||0.0
2010-10-14|58.4|42.8|75.2|29.3|834.7|28.9|3.5|6.0||0.0
2010-10-15|64.1|50.0|78.8|21.6|829.9|38.3|2.1|7.0||0.0
2010-10-16|59.4|50.0|69.8|23.4|830.9|25.0|4.3|11.1||0.0
2010-10-17|56.5|42.8|75.2|27.5|828.4|24.6|4.8|17.1|24.1|0.0
2010-10-18|53.1|41.0|68.0|30.7|829.3|20.0|6.3|14.0|20.0|0.0
2010-10-19|52.6|39.2|68.0|29.9|828.3|40.0|4.6|9.9||0.0
2010-10-20|55.9|42.8|71.6|24.4|828.9|38.8|4.6|12.0|15.9|0.0
2010-10-21|56.7|42.8|73.4|25.3|826.5|24.0|3.8|9.9||0.0
2010-10-22|54.0|48.2|62.6|37.9|819.8|19.6|5.5|12.0|17.1|
2010-10-23|53.2|44.6|64.4|39.4|818.1|25.8|5.9|19.0|27.0|0.0
2010-10-24|55.1|44.6|62.6|26.9|819.6|37.4|8.8|21.0|28.0|0.0
2010-10-25|54.3|41.0|64.4|25.9|808.3|24.6|14.7|31.1|39.0|
2010-10-26|41.5|37.4|46.4|9.1|812.9|34.3|24.6|42.9|58.1|0.0
2010-10-27|43.8|37.4|55.4|6.2|824.8|50.0|14.9|22.9|31.1|0.0
2010-10-28|44.7|30.2|60.8|0.9|835.4|39.7|4.9|14.0|17.1|0.0
2010-10-29|61.3|44.6|77.0|6.7|829.3|38.2|7.4|22.0|27.0|0.0
2010-10-30|65.2|55.4|73.4|13.6|824.6|41.8|8.9|18.1|32.1|0.0
2010-10-31|55.4|41.0|62.6|23.2|825.1|45.3|6.8|14.0|20.0|0.0
2010-11-01|53.2|41.0|59.0|27.6|834.0|46.3|4.0|8.0||0.0
2010-11-02|55.2|41.0|66.2|23.8|836.4|51.0|3.2|8.0||0.0
2010-11-03|55.1|50.0|59.0|29.5|839.4|45.0|4.8|9.9||0.0
2010-11-04|48.0|37.4|57.2|19.5|837.1|34.1|2.0|5.1||0.0
2010-11-05|57.9|39.2|73.4|10.1|829.3|50.9|2.9|8.9||0.0
2010-11-06|62.7|46.4|75.2|16.6|828.2|56.5|3.4|7.0||0.0
2010-11-07|61.4|51.8|68.0|16.8|825.4|48.8|9.3|22.0|29.9|0.0
2010-11-08|57.3|41.0|68.0|17.4|819.5|44.4|6.5|15.9|24.1|0.0
2010-11-09|45.6|32.0|55.4|26.0|814.5|24.8|7.8|20.0|28.0|
